id	filename	protocol	dataType	analysisType	antibody	donor	group	mnemonic	stdName	edaccName	anatomy	type	age	sex	solidLiquid	ethnicity	singledonorComposite
E059-DNase.macs2	E059-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K27ac	E059-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K27me3	E059-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K36me3	E059-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K4me1	E059-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K4me3	E059-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E059-H3K9me3	E059-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E059	Epithelial	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K27ac	E061-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K27me3	E061-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K36me3	E061-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K4me1	E061-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K4me3	E061-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E061-H3K9me3	E061-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E061	Epithelial	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	SKIN	PrimaryCulture	0Y	Male	SOLID	Unknown	SD
E062-H3K27ac	E062-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K27me3	E062-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K36me3	E062-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K4me1	E062-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K4me3	E062-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K9ac	E062-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E062-H3K9me3	E062-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E062	Blood & T-cell	BLD.PER.MONUC.PC	Primary mononuclear cells fromﾠperipheralﾠblood	Peripheral_Blood_Mononuclear_Primary_Cells	BLOOD	PrimaryCell	28Y, 27Y	Male	LIQUID	Caucasian, Indian/Arabian	C
E063-H3K27ac	E063-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K27me3	E063-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K36me3	E063-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K4me1	E063-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K4me3	E063-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K9ac	E063-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E063-H3K9me3	E063-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E063	Adipose	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	FAT	PrimaryTissue	49Y, 59Y, 41Y, 25Y, 81Y	Female	SOLID	Unknown	C
E065-H3K27ac	E065-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E065-H3K27me3	E065-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E065-H3K36me3	E065-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E065-H3K4me1	E065-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E065-H3K4me3	E065-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E065-H3K9me3	E065-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E065	Heart	VAS.AOR	Aorta	Aorta	VASCULAR	PrimaryTissue	34Y	Male	SOLID	Caucasian	SD
E066-H3K27ac	E066-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K27me3	E066-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K36me3	E066-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K4me1	E066-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K4me3	E066-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K9ac	E066-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E066-H3K9me3	E066-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E066	Other	LIV.ADLT	Liver	Adult_Liver	LIVER	PrimaryTissue	Unknown	Mixed	SOLID	Unknown	C
E067-H3K27ac	E067-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K27me3	E067-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K36me3	E067-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K4me1	E067-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K4me3	E067-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K9ac	E067-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E067-H3K9me3	E067-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E067	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K27ac	E068-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K27me3	E068-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K36me3	E068-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K4me1	E068-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K4me3	E068-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K9ac	E068-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E068-H3K9me3	E068-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E068	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K27ac	E069-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K27me3	E069-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K36me3	E069-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K4me1	E069-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K4me3	E069-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K9ac	E069-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E069-H3K9me3	E069-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E069	Brain	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E070-H3K27me3	E070-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E070	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	BRAIN	PrimaryTissue	20GW	Male	SOLID	Unknown	SD
E070-H3K36me3	E070-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E070	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	BRAIN	PrimaryTissue	20GW	Male	SOLID	Unknown	SD
E070-H3K4me1	E070-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E070	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	BRAIN	PrimaryTissue	20GW	Male	SOLID	Unknown	SD
E070-H3K4me3	E070-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E070	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	BRAIN	PrimaryTissue	20GW	Male	SOLID	Unknown	SD
E070-H3K9me3	E070-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E070	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	BRAIN	PrimaryTissue	20GW	Male	SOLID	Unknown	SD
E071-H3K27ac	E071-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E071-H3K27me3	E071-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E071-H3K36me3	E071-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E071-H3K4me1	E071-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E071-H3K4me3	E071-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E071-H3K9me3	E071-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E071	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	BRAIN	PrimaryTissue	81Y, 73Y	Male	SOLID	Unknown	C
E072-H3K27ac	E072-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K27me3	E072-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K36me3	E072-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K4me1	E072-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K4me3	E072-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K9ac	E072-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E072-H3K9me3	E072-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E072	Brain	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K27ac	E073-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K27me3	E073-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K36me3	E073-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K4me1	E073-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K4me3	E073-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K9ac	E073-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E073-H3K9me3	E073-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E073	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K27ac	E074-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K27me3	E074-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K36me3	E074-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K4me1	E074-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K4me3	E074-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K9ac	E074-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E074-H3K9me3	E074-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E074	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	BRAIN	PrimaryTissue	75Y, 81Y	Mixed	SOLID	Unknown	C
E075-H3K27ac	E075-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E075	Digestive	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	GI_COLON	PrimaryTissue	73Y	Female	SOLID	Caucasian	SD
E075-H3K27me3	E075-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E075	Digestive	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	GI_COLON	PrimaryTissue	73Y	Female	SOLID	Caucasian	SD
E075-H3K36me3	E075-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E075	Digestive	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	GI_COLON	PrimaryTissue	73Y	Female	SOLID	Caucasian	SD
